user_id,num_reviews,avg_rating,user_name
Newman Street,1,,"London\""
Temporary Temptress [Runaway Brides],1,,"It Happened One Night [Make-Believe Matrimony]\""
Virginia,1,,": With genealogical notes of many of the allied families\""
"and Change (Directions in Applied Anthropology: Adaptations & Innovations)\"",1,,19.79
"and Improving Any Business Process\"",61,,5.99
"and a Business Empire TodayGuaranteed!\"",20,,2.49
"both in ships and personnel during World War II\"",2,,
"irrepressible wits and splendid courtesans\"",3,,
though,1,,"with the first 7 chapters giving an excellent description of steamboat travel up the Missouri River.\""
"\"\"\"Sins of New York\"\" by Edward Van Every. Recommended by Susan Prendergast: A cheerfully morbid book: read \"\"Sins of New York!\"\" This is a compilation of stories from the old 'Police Gazette--The National Police Gazette",1,,the Leading Illustrated Sporting Journal in the World
10.19,2,,A1QT3ZMRCG9D4P
10.19,2,,A1O3QISXFT0LKY
24.95,4,,A12YUDFTWWP790
24.95,4,,A3NFLR8YHXM4AV
24.95,4,,A79SSJPXFXUH3
24.95,4,,A2BSB5PO2AAYJD
A00264602WCXBHHFPLTQ4,1,5.0,Angela Bowden
A00841771VHT9WNGU0X3J,2,5.0,Chrissy
A01433701FZ0LF5G2RUL,1,4.0,Susan Matthews
A01846633FZ2CMRF2GMFD,1,4.0,David Beaumont
A02052513V2AZPE5GHB3R,8,4.0,David Laguardia
A0286246ON8NSXJQX0CI,1,5.0,Unknown
A0541904K4T7PO2SS4W2,1,1.0,CJ
A05528602X4Q6I0J3SA5Z,1,5.0,Brandon Cline
A05828081LQ2SDKBFWL74,1,5.0,tara
A05861803MOP5CWSMXVZ,1,5.0,serdar arik
A07306552NL7K3P3ROJ35,1,4.0,Dolly
A07851394L7SUJ092IHR,2,5.0,matthew g morales
A09505001BKO48YMIDN1Y,1,4.0,Mark Raymond
A09984313KMWFIEJD92W4,1,5.0,Georgia Vinson
A100067J71SXWJ,2,5.0,Gloria Morrell
A1001BC5QYL12Z,1,5.0,"\"Magaly Rivera \"\"armywife08\"\"\""
A10021RC8DJY3L,5,4.0,Heather Beck
A100610325NEQBAFENE2M,1,4.0,Helen
A100A27N5J8CR2,1,5.0,"\"J. Bennett \"\"Good Guy\"\"\""
A100A71YEYJ78P,1,1.0,Alix
A100DA97BDLZUC,1,5.0,Judy
A100FMK7H2D7LN,1,2.0,Catherine F. Barnard
A100FQFUKK14IT,2,5.0,Daniel
A100G68YCUATT1,1,5.0,katrina
A100G9PJZUCJQW,1,5.0,Gerald H. Beever
A100L8KAN85XBO,2,5.0,"\"marynoton \"\"tjnorto\"\"\""
A100NWY0FPG0Z7,1,1.0,A Consumer
A1013Z7XTTWAUK,1,5.0,"\"Michael D. Williams \"\"Simpler Time\"\"\""
A1017D5E687CSY,8,5.0,"\"Sandra Mertens \"\"coffee bean\"\"\""
A1017VHA2KXMD4,1,5.0,"\"E. oberg \"\"Reporter\"\"\""
A101E76MMGBIDY,12,5.0,Paul C. Gorman
A101RC1LJ4AY68,4,5.0,"\"Prudence M. Thorner \"\"prue thorner\"\"\""
A101UJYVJLRB75,1,5.0,Naomi Magnus
A1021M66B6RISX,1,5.0,Jill Heyn
A1024TRL2U1WI2,1,4.0,Psychedelic Psychologist
A102828323HW8SEY6A6WT,1,5.0,skatcat
A102C2YBPAPY7L,1,5.0,"\"Jeannette Angell \"\"author of Callgirl\"\"\""
A102D4YZW0JKR3,1,4.0,"\"F. Otukoya \"\"BSB lover\"\"\""
A102FR6HJL35UO,1,5.0,Paul A. Thompson
A102GXEDSMIYYC,1,5.0,mrs1@netrover.com
A102JU66BOXLWJ,1,5.0,PATRICIA L. GREGG
A102KDRET2R5UP,2,5.0,"\"Martin W. Denker \"\"Ancient Amateur Endurance A...\""
A102KXQL2URM05,1,5.0,"\"J. H. Turner \"\"Books & Music\"\"\""
A102O9AXTNCHND,1,5.0,Sarah Flashing
A102PKW0JA27MU,3,3.0,"\"Jeffrey Lors \"\"Jeffrey Lors\"\"\""
A102TGNH1D915Z,9,3.5555555555555554,LINDA Riley
A102TON79EXRQN,1,5.0,True8
A102U3JGF4G7B9,1,3.0,"\"Don B. \"\"debernardo@aol.com\"\"\""
A102UHSN0B3N7D,2,1.0,B. Saltzer
A102X37HR8X4P7,1,5.0,"Evelyn Fuqua Ph.D., author of From Sirius to ..."
A102YR6KY326EL,1,1.0,"\"Kenneth Masters \"\"Kenneth Duke Masters\"\"\""
A102YTIPHQRLKO,1,5.0,Soave
A1034DDC21YMUH,1,2.0,"\"Johnny Domino \"\"a regular guy\"\"\""
A1038DJDEREQU1,1,5.0,JUDY A. HATSTAT
A103D2KMTVIL3B,1,5.0,Josh Robison
A103HEFMF816G5,1,2.0,"\"S. Madden \"\"MeNY\"\"\""
A103HTAXYR0BKC,2,3.0,Cindy Luk
A103J7BW5C8H8S,1,5.0,"\"Sandra G. Winborne \"\"Sandra W.\"\"\""
A103PHKSEPT10R,5,4.2,"\"Backyard Bob \"\"books1357\"\"\""
A103QESPZ3ITQW,1,5.0,Angela
A103QR73ZT9BXU,1,5.0,Christina K. Turney
A103U0Q3IKSXHE,40,3.875,"\"Dave Kinnear \"\"Executive Leader Coach\"\"\""
A103XZHKWN522A,7,1.8571428571428572,Jurgen W. Schulze
A103ZARFUTT8RD,1,1.0,"\"ellen \"\"ellen\"\"\""
A10446892XUXPCTPUOVI1,1,2.0,Cicelia
A1044YHIYTST68,2,5.0,"\"A. Dang \"\"Bookworm\"\"\""
A1045FILJCHGG7,1,2.0,"\"Tracy Latz \"\"The Shift Doctor\"\"\""
A1045NW0WUEBP8,1,5.0,D. Boswell
A1048HOW441Z1L,1,5.0,"\"Mister Gizmo \"\"Jim\"\"\""
A104BL385KARPT,1,1.0,H. Rawlinson
A104BRYSBKVDV8,2,5.0,"\"Gary-in-Seattle \"\"Gary-in-Seattle\"\"\""
A104FMOV5TRSSY,1,4.0,Blue Wand
A104GMM5OKUYJ6,3,,"\"Joanne D. Kiggins \"\"author"
A104GUK28QFV2T,2,2.0,Katie
