user_id,num_reviews,avg_rating,user_name
"Mediocre Stories\"",1,,"I must say that I was very unenthralled with the stories reprinted in this book. For the most part I did not find them very morbid or interesting. However, the illustrations are magnificent, and if you're interested in fabulous morbid 19th century illustrations, then you will adore this book. If you're looking for a good read, steer clear..."
"Sex and Money (An Unauthorized Biography)\"",7,,
via the Panama Canal,1,,"(Young moderns)\""
13.95,4,,A356TJCTCLDN89
13.95,4,,A3IDAH06HDYPRP
13.95,4,,
A004007432EOBGS44G2JZ,1,5.0,sandy wright
A00466422437MP8676V22,1,4.0,James Anderson
A00500423T3KEB7FUHFZ6,1,4.0,chd
A00710493KA2E1X9ZHCVY,1,3.0,"TSE Wing-cheung, Daniel"
A00787411M1CAS4K6H99N,3,5.0,Kimzer18!
A010775515S7U42MIK8GL,1,5.0,J Thompson
A01515401UK4WVXFJ307H,1,5.0,Songtao Lu
A02281012ZDXG7XQYH8XZ,2,5.0,Naveen
A02302332WJNYQSEB0VUS,1,5.0,Williams
A02560451Q0YN570UHWFP,1,4.0,blanca alvarez
A030783821HELR214Q0VX,1,5.0,Serenla Kell
A0326148384CSDVOOAIE2,3,5.0,Ann Collins
A0358293FNX0U26EAKSP,1,5.0,T. Write
A04156901FGU2M2QV9GVU,1,4.0,Anne-Marie Siebert Dumas
A0461265TOJ3VFHJUMY7,3,5.0,Edward O'SHea
A04959272AUPG8OSW4TK6,1,4.0,thorle thrush
A05072611Z075IVEF10OK,1,5.0,Rachel Copeland
A055884211VSEI7XMIK18,1,5.0,M Gill
A06786302VQ9SGONZ1IZH,1,5.0,Carol Norris
A0730377UWNNQOVHSX9O,8,5.0,Leaf Catcher
A07532193EC6QULM9ZSPJ,10,5.0,phillip geoffrey freitag
A08411611SGY7LZ0219CZ,1,5.0,Bishopmmg
A08604952BQMNOFP9OIUX,9,5.0,Kane Berry
A08923911IIW6LJ50YYT5,5,2.2,huter 123
A09794922F7IXMI4SAH6K,7,4.0,Hans Michael Vinta
A100561U1SIO7S,1,4.0,Lacey P
A1005MAGQSFFZA,1,5.0,TexasBandit
A1005TJ8GDAWZA,3,5.0,"\"Hannah Baldwin \"\"Hannah\"\"\""
A1009L3XQBX5GJ,4,5.0,"\"J.L. Rollins \"\"J. L. Rollins\"\"\""
A100CSAZS4H043,1,5.0,Roni L. Farfalla
A100IX6VOEMME7,2,5.0,Benjamin Zagorski
A100KNQU4L9VT,1,1.0,"\"U. Diederich \"\"Paris Nut\"\"\""
A100KQT96P29JH,1,5.0,David.Crohn@ucr.edu
A100L85B0DC8IH,2,1.0,MAD TYGER
A100MOATJJZX30,1,5.0,Shobo16
A100XSM6024QI7,2,3.5,"\"S. Harwood \"\"Steve\"\"\""
A100XYVITBXK2Y,5,5.0,Brian C
A1016DX7QKYBDC,1,5.0,KZ
A1016VAJQZDXLL,1,5.0,Luisa
A101BVO58VJ194,1,2.0,Paz
A101UABQHIY7LA,3,5.0,martha fraley
A101VL80TU7WQX,1,5.0,Nimue72
A101ZERFZO3P1J,9,5.0,heath
A10207P96TSU2P,1,5.0,Jebb
A1021K5I0D9MAW,2,5.0,KL
A10230ZLO9XPFM,2,4.0,Sarah Moadeb
A10231MB2246CN,1,5.0,A. E. Dahan
A1027SH9Y6Q01Q,1,3.0,Darin Beard
A102K1QY7J66HD,1,5.0,"\"Avatar \"\"avatar346\"\"\""
A102O8QA1H8JU2,2,2.5,E. N Ritchie
A102P1JI5NJ5S9,1,5.0,Earl Dorney. Author of The Training of a Dra...
A102R46U9NSJEQ,1,5.0,"\"Neil C. Satterwhite \"\"Tiger Consulting\"\"\""
A103705K5LK2UU,1,5.0,J. Byrd
A1038Z9G9TY3KZ,1,3.0,Catherine Brobeck
A103BAKT39SMC6,3,1.0,"\"Nicholas A. Trandem \"\"GFvonB\"\"\""
A103EJ8BU4S053,1,4.0,Nancy Morgan Hughey
A103FD1YDNA7H7,1,,"\"Brandon G. Adams \"\"Brandon Adams"
A103IEE3UH5RA8,1,5.0,Nest
A103IR93LU1A1E,13,5.0,SusanTree
A103JKC9NUET46,2,3.0,Rachel
A103KB70RJ2C0T,1,5.0,Kent H. Barrett
A103L4NCS6MI5E,1,5.0,Sila
A103LHAPNOUHZM,2,4.5,Brian C. Lanham
A103M039GIFX02,15,4.733333333333333,Sarah Granger
A103N7P6IK8C6Q,2,4.0,Septesix
A103NIIU3EJZIG,2,5.0,S. Becker
A103PHE3K9AT31,1,2.0,Larry M. Kersich
A103SKAB7FA890,1,5.0,Barbara Holly
A103XU1SEZFOX3,1,5.0,J. J. Stanton
A1041XZEX2BZ41,1,5.0,T_shadowWraith
A104356DK0OD4Q,1,5.0,Samantha Garza
A1047I7Z4JZ1X2,1,5.0,"\"Writer \"\"Shanzyra\"\"\""
A104ADU33PDX94,1,5.0,Lost in
A104JS43E1RL4Q,2,5.0,Karyn
A104REDT8HBNYF,5,5.0,Brian Snow
A104SFDR8XPK6V,1,5.0,Gerald F. Little
A104XOJIEISLUH,1,5.0,AuctionRover
A104YM3VCJEY8M,9,5.0,gggg
A104YQAVX10499,1,5.0,T. Feger
A1051ZISBGR2DY,1,5.0,Barbara Chapman
A105510CRVHXQN,1,5.0,Kimberly Luckabaugh
A105GHOR3IDJF5,1,5.0,lori donchak
A105HVFIP6LMWB,1,5.0,LR
A105LFG3MT4N23,1,2.0,TM
A105NYMPZPS9F7,3,4.0,paul
A105XNHRZ4E82I,1,4.0,FIREDRAGON!
A1062Q6R47PG6Y,1,5.0,F. Deltorchio
A1062WOBV5MFOW,1,5.0,T. Ferringer
A1065GIX54VHDG,1,3.0,"\"April Showers \"\"April Showers Bring May Flowers\"\"\""
A106DYESUSPB7,4,4.5,Eddie Merkel
A106GGUYFEK2NW,7,4.428571428571429,mark bickerton
A106GRPBRPTSN1,1,5.0,"\"Catrin Thorp \"\"Welsh Rabbit\"\"\""
A106H5XBYJ24ZN,2,5.0,gr6120
A106LOMIMDFPS6,2,5.0,"\"Harold V. Arkenbout \"\"HalArk\"\"\""
A106N4B4EG4DR8,8,4.25,"\"Monday \"\"Pamela\"\"\""
A106PQ6OBTU6LR,1,5.0,"\"J. Ramirez \"\"JOSIE\"\"\""
A106R6NIIB30BH,2,4.0,etm
A106W084QAMBC,1,5.0,andrew
A106X1MIHRFM9O,1,4.0,A changing World
A10721U1AXMHR9,1,4.0,"\"A. Chrysler \"\"Fantasydreamer\"\"\""
A1072DSPHEAGU9,2,5.0,A. Neumann
A107736QNFHINJ,2,5.0,"\"Feline Warrior \"\"felinewarrior\"\"\""
A10790U3PJTVPW,1,4.0,"\"Mary Feathers \"\"Mary\"\"\""
A107D9T206Z36,3,3.6666666666666665,"\"B. Worded \"\"nodoxy\"\"\""
A107KXI6IQAGPJ,1,4.0,Lisa Orrantia
A107LU7NGS24AD,1,4.0,"\"\"\"mrquality\"\"\""
A107NK5OQV6PK2,1,4.0,A Customer
A107O33YDMPQD4,1,5.0,line
A107VUL4I6CO9T,1,5.0,JC
A107W3PSC48JB,1,4.0,Katanya
A107X1S8IQU4Z8,1,5.0,Doc Mal
A107Y7CXQPHEJ,1,1.0,gregory morse
A1080959OZ74VE,1,5.0,Beth
A1082ZZQCQ2QGR,1,5.0,frazer2517
A10857TIWTVWMQ,1,3.0,C. Mirviss
A108D6PTO4VJ4R,1,4.0,"\"Janice T. Sartain \"\"Free (retired) Woman!\"\"\""
A108EEF7JD6217,2,5.0,elaine
A108FI0HVVXRMZ,1,5.0,Emma
A108H6KD80OAOS,1,4.0,Mike
A108O783JTAQ27,9,5.0,Shirley Carpenter
A108QIHP6REEC3,2,5.0,Grandmother of 8
A108QRHOAW6PYQ,1,5.0,"\"Katherine Alexander \"\"kri_key\"\"\""
A108V4QTZB82E1,1,2.0,Aussie bookworm
A108WLQYVFEF50,1,1.0,J. Cook
A108Z49RERJK4O,1,3.0,imvho
A10918C5M29R0L,1,4.0,Alina Miranda
