user_id,num_reviews,avg_rating,user_name
"1848-1919\"",1,,
702A,1,,703A
Teamwork,15,19.949999999999996,Motivation
"\",,A2SBK4UJEMLDPW,Wes,3/3,5.0,1341446400,A great literary detective story,\"I bought a paperback version of this book years ago. It was revolutionary because it used logic and facts to reach it's conclusion. While some of the author's minor contentions have since been shown to be incorrect",1,,the main thrust of the book
"\",,A5XR27ZFIRJI8,Bruce S.,2/9,3.0,1268870400,Read a Modern English version first,\"Unless you are versed in M.E",1,,you may want to read or re-read The Knight's Tale in Modern English before listening to this. Otherwise it may be rather difficult to follow; in fact
10.22,5,,A3KBP34OUWNRKR
10.22,5,,AQW4XQ0I85HAG
10.22,5,,A1ZPLZRNF22N7Q
10.22,5,,A1JJGOFWU48R5U
10.22,5,,A3LLP0VSTSABK2
A002258237PFYJV336T05,1,5.0,barbara a ferenz
A005300013WHNZLTK9N6F,1,3.0,Real god
A01254073JW8SSTKH6AIB,19,5.0,h requiescat
A0160198NNRLD37TTP2P,2,4.0,RobertCanberra
A0163738K9MKVWZS39CV,2,4.0,Kay Newman
A018164216EMFRPKKUUN,1,5.0,lila
A02048612RTEP8E3CRDNL,1,5.0,Tyson Lind
A02847261FWC801OA84QT,1,5.0,linda vann
A04160043UL8TPNV2NCM,1,5.0,Dimitra Margaroni
A0431300QHCFN1LOVE1Z,9,5.0,ryan rourke
A047658532QIK3QF3AC0S,1,5.0,Bonnie Lambdin
A05017631KFF8OAG8X6Z2,1,1.0,Roman
A05596289VV7KZ9AZK33,1,3.0,Maria
A05750661XEUTXEW1M3BU,1,3.0,dougfunny
A06116072R8Y381JEAG9O,2,4.0,Teresa Letson
A06252477GY1IDX5VS8A,1,5.0,Hannah Caronongan
A0665238HPPFMFVALU8I,1,5.0,SUNSHINE
A06936761DY3T1NT41MTY,2,5.0,russ fortner
A07499033J00HJA11NP0K,2,4.5,mike R
A075035927KNNBTB2FVFR,2,5.0,kit
A08834252VBVVICHT1SE6,1,5.0,Janice D. Arsenault
A10000012B7CGYKOMPQ4L,2,5.0,Adam
A1008EEMWRT7DD,5,4.2,T. Shanahan
A10094XE4L7DFX,1,5.0,The1no
A100RT5PVO0ZQP,1,1.0,Vaughn Patania (vpp@ornl.gov)
A100T7JGO6J47,2,5.0,C. Thurber
A100WZVO2WUIFE,1,5.0,Brooke becker
A100YHBWL4TR4D,18,4.722222222222222,Dana Huff
A100Z8PAU77UA1,1,5.0,Robin L. Lindberg
A10171OAXHP2D4,1,4.0,The Costume Girl
A101COIA372554,2,3.5,Mary Hale
A101CTJD0DGOY9,1,5.0,jmarie89
A101F2QYAERPK4,2,4.0,"\"Melissa K \"\"Melissa K\"\"\""
A101ICZYYTJJBM,1,5.0,a reader from Brooklyn
A101K5Y7KMILMD,1,5.0,Jill W
A101KNCXSHXL05,1,2.0,Susie
A101NW4M2FN1AP,1,5.0,HappyCourtney
A101SZW33C5U62,1,5.0,A. Ross
A101VXN2GQHCFA,1,3.0,"\"\"\"gruntman\"\"\""
A101XF431L3EUS,2,5.0,Mark S Dillon
A101ZR4DTK7P4,4,5.0,Megan
A1023AEPV38JQF,1,5.0,Henry Maifeld
A1025M6OKAO8J,1,5.0,Sue Butler
A1025UG0K6EF5X,2,5.0,"\"Helene Gelman \"\"heleneg\"\"\""
A1028940ZW0DI4,1,5.0,anonymous
A1028RHVYYSC2E,2,5.0,Steve Hickstein
A102DBV034NLOH,3,5.0,Buck deal
A102F8THL6FJKR,1,5.0,"\"\"\"bigdeal13\"\"\""
A102HVXG93F9UR,3,5.0,Bob Carrico
A102I3I7JH8EDK,2,5.0,searockstar
A102J2B2HRDO8L,1,5.0,Becca
A102JUK717WA1B,1,4.0,J. J. Nelson
A102KUFJBOXARV,1,5.0,"\"Susan Roseberry \"\"Stroseberry\"\"\""
A102LWEZNAWK9B,2,5.0,kueday10
A102PS9KQ7W45C,1,5.0,Z. Lee
A102QMPLUTT4LJ,1,4.0,"\"A. Jacobs \"\"nw20thandbar\"\"\""
A102QW1WIF1750,5,5.0,Finley S. James
A102RH85M4GL2M,1,5.0,Shawna Radish
A102SIKSG8IRXE,1,5.0,"\"Travis Ash \"\"tash\"\"\""
A102W7BK55CERG,1,5.0,dkjessup
A102WZ11EZDIPM,1,4.0,"\"A Mom in Mass \"\"A Mom in Mass\"\"\""
A102XNQJ9BIJ3K,1,2.0,"\"Goncalo Xavier \"\"ronin\"\"\""
A1030I7SA5M9CN,2,5.0,Verve
A1033QYS7QOK41,2,4.0,"\"W. Lee \"\"buybillsstuff\"\"\""
A1035NMM4EQO6H,1,3.0,"\"Joseph P. Coleman \"\"phantom42\"\"\""
A10360H0NN7XBZ,2,5.0,Sharon
A1036UR9VYZTLV,1,4.0,Michael T Drake
A1039WDRDWP58Z,1,5.0,Katie Green
A103FEZ43ZG57U,1,4.0,Ben
A103IB5IRJ9WPL,1,5.0,Antiquewmn
A103IP3RIRKPU7,1,5.0,Cynthia Lee
A103MF96TXGCR6,1,4.0,Barbara Grady
A103MGPHE1VERW,1,5.0,Wayne
A103MN4234QJMK,1,4.0,J Wallace
A103MXZ6UOJJ97,1,4.0,Deirdre Gallagher
A103PB19J12069,5,5.0,isis Sweazy
A103QXHLL5NPBY,1,4.0,Knowledge Gatherer
A103RCCQN3BPCP,1,5.0,dadzattic
A103XPV6UHYYYZ,1,5.0,By Jen
A103Z35P9KDKLQ,1,5.0,"\"J. Brandle \"\"hot rod archer\"\"\""
A10434LGCTEEKS,1,5.0,Keith Connes
A10444YXJXO7T7,1,5.0,Bonnie W. Winecoff
A1049EIG080DTQ,2,4.0,Dale R. Beatty
A104DW01QZ8FUF,1,5.0,Debbie
A104F6VPHOYNWI,1,5.0,"\"\"\"patchdoc\"\"\""
A104H3P2SLVRXI,1,5.0,LJS
A104JVDCY72Q0F,1,5.0,R. Sun
A104STEI4T1RT1,1,4.0,"\"Nadene Kranz-Maier \"\"Nadene Maier\"\"\""
A104SZRMB1UN9E,1,5.0,Roselie
A1050E6H50NYR6,1,4.0,Airin Harris
A1050P1AYCOI3T,1,5.0,"\"Corie Whalen \"\"Corie Whalen\"\"\""
A1052FUB2OMXPO,2,5.0,W.W.L.
A1052XI7A79NGE,1,3.0,"\"\"\"eh1265\"\"\""
A1053GFT2UU0VI,1,5.0,Billy McDonald
A1058P0SUNOUT8,3,1.0,"\"Vicki Fox \"\"VFox\"\"\""
A1058Y6INE9DC4,1,4.0,Tony
A105BPWP1PALUS,1,4.0,Carrie &#34;Kindle Lover&#34;
A105G0U2S73Z3E,1,5.0,S. Freeman
A105HGWHDZ4BC5,1,3.0,Greg
A105IL7QPKERK9,2,4.5,janie e. martin
A105KC5Q9I3AFM,1,4.0,"\"Charlie Martin \"\"chazzm\"\"\""
A105MPYIG2WENU,1,5.0,John Nerowski
A105O5MWHJHWKB,1,1.0,James A. McMahon
A105SO0RWYRJ8P,2,5.0,"\"Francine Craft \"\"Book lover and author\"\"\""
A105SOTDV5YNBX,1,3.0,Kimberla Meshew
A105SUKZJBU9CU,1,5.0,M. Smith
A106016KSI0YQ,238,4.016806722689076,Jay Dickson
A10603LKLC8Y7B,1,5.0,"\"Ira Mullins \"\"Ira\"\"\""
A10610LHTIBAVR,4,3.0,"\"Kurt Carmichael \"\"Kurt\"\"\""
A1063H6MN841EM,1,1.0,"\"W. Seiger \"\"TechnoStandardsNerd\"\"\""
A1069C6F7VVUL0,1,5.0,Lisa Sekoiya
A1069DAGFTQ6F7,2,3.5,Hans Perk
A106CYMH2N4AGJ,1,4.0,Dad Review
A106EBIUIQGJ0,1,,"\"Walter Scanlon \"\"PhD"
A106ERXUOJPOUH,4,5.0,gratefuled68
A106G74Y2Q4SDT,1,4.0,"\"C. Shipp \"\"grammy of twins\"\"\""
A106GTOQXM5FFV,1,5.0,Jane E. O'Brien
A106ULMK1ZXH98,1,5.0,"\"AjM \"\"AjM\"\"\""
A106VGA2FQ14YN,1,5.0,mics1@netscape.net
A106VX3XAOA4UM,1,5.0,"\"Coastal Girl...the avid reader \"\"CE\"\"\""
A106YY3M5U7AHH,1,5.0,uabmedic3
A106Z8Q3G8YJXH,2,5.0,"\"K. Franken \"\"Hazzie18\"\"\""
A106ZCRVL2PV0R,1,5.0,Miss S
A1070YJCFW2E32,1,5.0,Martin Flash
A107205IJOI5O2,1,5.0,tonybr@mindspring.com
A1077Y84GAP4IZ,1,5.0,Christine
A107EMZB2JDA89,1,5.0,"\"Beverly A. Morey \"\"dragon lover\"\"\""
A107GGZWYLAYSQ,1,5.0,"\"James CT \"\"Librarian\"\"\""
A107H49L0O59ZV,1,4.0,John S. Duckworth
A107IOCP2U9ENI,3,5.0,"\"Erin Lambert \"\"erinrebekah1\"\"\""
A107LBZUJPTLOX,1,5.0,Linda Reed
A107QZU5U60F0L,1,5.0,MoonTiger (moontiger@petz.zzn.com)
A107TV065S2NRW,1,5.0,Maria V. Copsetta
A1081LIEO0AO0G,1,5.0,Fantme de l'Opra
A1082PMGG3COEP,4,5.0,Matthew Miller
A1087FUP9Q5DCP,9,5.0,"\"A. P. Getts \"\"ansypat\"\"\""
A108AMJXKNP4VH,1,1.0,Charles grant
A108D2OCEN9CSD,1,5.0,D. K. Thorpe
A108GCH628PCDL,2,5.0,Randall W. Bird
A108HR5UAKJMGZ,1,5.0,"\"Dick Watkins \"\"Americans flushed the Johns las...\""
A108HRPY9FXSHL,1,3.0,Nick
A108I8MEMVSJKW,1,4.0,Mist Blue 66
A108N2473TW5S1,1,5.0,Fariborz Azhakh
A108NTCCJ7LQ6N,2,4.0,"\"Elena Finch \"\"book worm\"\"\""
A108PUNPSAL76I,1,4.0,"\"J. Shelton \"\"usedbooks4sale\"\"\""
A108Q7T7JNQABD,2,1.0,mike
A108SMK42XD888,1,4.0,Sir Ampford.
A108ZCZMCZAFM,1,5.0,Maria Rosa Pelenur
A1090Q6TPWOFFI,1,5.0,"\"\"\"daniel@aviation.denel.co.za\"\"\""
A1096B3TJMYQ07,10,3.0,Ray Johnson
A109ARJ59XYDF8,1,5.0,Jay Saldana
A109GSFRUH6UFE,1,5.0,Walter B. Sharpe
A109K70O2WON9H,1,5.0,7TDF
A109KV8Q9AMVTH,1,5.0,whale.to
A109LMBKG15PHN,1,1.0,"\"M. Zephier \"\"Pine RIdge Lakota\"\"\""
A109QNG1E07OV8,1,5.0,Erik Linthorst
A109U1CP4A9IX6,1,3.0,"\"megan \"\"ellie\"\"\""
A10A0XT1I9XJY4,2,4.0,Clint Dawg Rice
A10A1YBNMMUSI,1,5.0,"\"Terriel Davison \"\"Terry Davison\"\"\""
A10A2T022N3VT3,1,2.0,Jess
A10A64N9NHRMRM,1,1.0,Melitta Anderman
A10ABAZ41SL9T8,1,5.0,"\"LoydEskildson \"\"Became a Top 500 Reviewer by v...\""
A10AC5DNFUA294,1,5.0,thorax
A10AHI93AV3KF6,3,4.0,Harry
A10AOGMG82838F,1,3.0,Jesse Collier
A10APFU4SBMAM1,1,5.0,Kathleen Milford
A10AQ5KKP6F3N6,1,5.0,M. Duffy
A10ASN4K9YPJ95,3,5.0,Hymeed
A10AV96PB2945A,2,5.0,Allan C. Suaza
A10AYDLF3OUBIV,1,1.0,Vincent Kochetta
A10AZP9VAPJ0FZ,1,5.0,"\"LisaQ92 \"\"Lisa &#34;Q&#34;\"\"\""
A10AZR2ILKH4WJ,2,3.0,M. Marchione
A10B8MKCY4ROWV,4,4.0,Michael K. Wheeler
A10B8YCN7WG711,2,5.0,JHL
