user_id,num_reviews,avg_rating,user_name
"\"\"I'm going to sneeze!\"\"\"",96,,
"\"\"the Almadel of Solomon\"\"",4,,"\"\"the Artem Novem\"\"\""
Cars,11,,"and Art\""
"or Performs in Public\"\"\"",4,,
33.68,5,,AAYFF9FM8M6WN
33.68,5,,A2IPTX4I652NVH
33.68,5,,A1C2YJN5TZ0DQM
33.68,5,,AXP8RKKF683HU
33.68,5,,A25TMHK2OFJQJU
64/64,1,,5.0
A003398423O5O2LAP8X8A,1,5.0,Drilling
A00940571GAOITYS675AR,1,4.0,Boy Lumoindong
A0134066213WYQXLTVGYT,12,4.916666666666667,Frankie Hamilton
A0147018299H7B1MXYFW1,1,5.0,Peter fath
A01771703UC9BBANJDTR4,1,5.0,Monique Jansen
A01858471XQW7C3NO7FDG,3,5.0,Rob Paulhamus
A02262932GBFNMRCEEMCR,1,5.0,Cathy55
A02524252ND5JWY0NHZO9,1,4.0,Ngaire Albert
A0269034B72QN3JHCVTL,1,5.0,NJM
A035042126FPCW9EUHU1U,15,5.0,"\"Teresa Spurlock \"\"prplgrl\"\"\""
A03553151R4GSICFVY662,1,4.0,Carolyn Haynes
A04359483D1C8C7NLGXA8,1,5.0,Andrea Favor
A0501085X2ZLN88RIZNT,1,1.0,E Anderson
A052918420FOPWQ2H6TJA,3,5.0,Alison Joanne Conolly
A05308081UG71LSV3EE3,1,4.0,Nat
A05723341BQVY3PBQA5XX,1,5.0,ilanale
A05761381UZBHQB5R62PX,2,4.0,Millie
A059656731ABBZWJDR53H,1,5.0,Tim Cormier
A0658538JXDBKJZ8CAP6,1,5.0,Toti
A06650603VOJNJDLFF8N0,1,5.0,Amy
A072836324WPW7F1LAX69,2,5.0,(lily Mikajlo)
A0833314CDUQQBD1ZT7J,1,5.0,Jeffrey Chin
A084982215OCTM48M6778,1,5.0,adam
A09336421DWLXQ1MZIAD3,1,4.0,Alaskanfemale
A09434541BUVVENQNA2WA,2,4.0,Dorothy Person
A099576130Z1DPZM6A82Q,1,4.0,Jacqui Stephens
A1003IHG9FOERB,2,5.0,Alexis Nicole Earkman
A1004CZOMJJCU0,1,5.0,"\"Jorality \"\"Shadow\"\"\""
A1004HHMSDY5IP,5,3.4,"\"R. Harris \"\"Full of it\"\"\""
A1006KFKSHP156,1,5.0,"\"\"\"buffalo043\"\"\""
A10086RBUG195A,1,5.0,David Friedrich
A1008QBLDWO3KX,1,5.0,Sheikh Umarr kamarah
A100C932GP5JPD,1,2.0,Rocky
A100D995I614IA,1,5.0,B.T. Adams
A100KUC1M3GNDR,1,5.0,AJenko
A100NTY2OPVY85,2,4.0,T Walker Review
A100TNIB4C3RZU,1,3.0,J. Arrighi
A100ZC8FJJ4BPJ,1,5.0,Joanna Y. Degouveia
A1011AOPVZROKU,1,2.0,Realmsfan525
A10150WGG9660E,2,5.0,"\"Ash \"\"~*~Ash~*~\"\"\""
A101643JKRQ1RI,2,5.0,Josh Lewis
A1017DGIPQTXOB,1,5.0,Reality Based Self-Defense Fan (RBSDF)
A101B5TJQQZYJB,13,5.0,"\"Randall W. Laing \"\"Movie Fan\"\"\""
A101CKGELVYH99,1,1.0,personable85@hotmail.com
A101GTVX5BQU73,1,5.0,"\"C. Farris \"\"farrstarr\"\"\""
A101NDM48SXLXX,1,5.0,Brian
A101NEJCF6V2HT,2,5.0,Serene One
A101R2PNWRP58,1,5.0,Joseph Fuoco
A101UB01LUQ6K5,1,5.0,"\"A. Char \"\"RaviC -- IT Professional\"\"\""
A101ZRAIT0X3QY,6,4.5,David Kasman
A1020NL552Y4Y0,1,5.0,hardie
A1021MNGL7MPDC,1,5.0,"\"D. S. Nattrass \"\"Book Reaper\"\"\""
A102491916WE7BMAY93NW,1,5.0,Powerless Tim
A102AMPHSWL4G6,1,5.0,Andrea Rosas
A102D49JO9BOZY,2,5.0,Julie O.
A102K79A77T3AX,2,5.0,NP
A102NSSNSDW4TJ,1,5.0,R. Josephs
A102TQGFOOPILB,6,5.0,"\"\"\"networth_e\"\"\""
A102UKC71I5DU8,4,4.0,S. Kaphan
A102V9NYH9RF8M,1,5.0,Olayinka S. Taiwo
A102WI5AM6G33E,1,2.0,Paul MacMartin
A102WVAPGWW447,1,2.0,"\"Heather A. Elken \"\"RN\"\"\""
A102XT0A2UASXK,1,5.0,"\"Melanie \"\"PrettyGurl08\"\"\""
A102ZFBCV9QVOA,1,,"\"K. A. Minden \"\"Writer"
A102ZQG8RTGE6I,1,4.0,A. M. Brown
A10317CKUPV7UD,1,5.0,Simon Donnybrook
A1036WMILWOGMJ,3,5.0,Sally Jo Nelson
A1037VEBY8O4MK,1,5.0,"\"\"\"tbarth100\"\"\""
A103CC2C2GQFUV,1,3.0,"\"Lezlee A. Rutchka \"\"Kindle Addict\"\"\""
A103DZF5M6Y6C0,1,4.0,dge001@acad.drake.edu
A103FPI80ZK13I,1,3.0,"\"John Crane \"\"tbbaot\"\"\""
A103GBQKT09043,2,4.5,R. J. Bilicki
A103M4GSO448UZ,2,4.0,Dr. Ted Sumrall
A103MCLO0GHOBS,1,5.0,Paul
A103U4050PZ04P,1,5.0,"\"\"\"mary21023\"\"\""
A103X9ST6DPV22,2,3.0,"\"Rachel \"\"cheekarae\"\"\""
A1041V9LN6MAPW,1,5.0,Ashley N. Tucker
A1042E4F7WN6FB,1,5.0,David
A10439132KE6R0VGCUGH,1,4.0,Gavin Price
