user_id,num_reviews,avg_rating,user_name
"A Lovely Night\"\" (Krazy Kat)\"",3,,14.96
Dave and Dolores Nimmo,1,,ran Hunt's Wild West Concert. When I was older and working
Disease and Heredity : Also,2,,"Further Studies of Criminals\""
"and the Final Ride of Jimmy Hoffa\"",121,,
"and the Innocence of Youth\"",8,,
"forever)\"",2,,15.99
"of Georgia\"\"\"",1,,
stout hearts,1,,"and alert minds\"\"\""
",,A3Q5N4H6DYX2KP,James I Ralph,0/0,1.0,1351900800,Kindle version of this book is unreadable,The Kindle edition of this book IS UNREADABLE. Pages are scanned in pieces and at 90 degrees on the screen.",1,,
20.95,4,,AQ7UAUQUGKCY5
20.95,4,,A1P71ZLHKD7F8
20.95,4,,A3CJYYC6VNY6A9
20.95,4,,A1Z2YN4E97J4J9
5.95,6,,A28RABVVESBLBL
5.95,6,,A3UIG1QZYTPA1X
5.95,6,,A1WDR9HKOQLBG3
5.95,6,,A9GO9JPHPJSYS
5.95,6,,ANLFS6RHY2PUT
5.95,6,,A1S4597SDSKPG0
A00538832OF17R8Q8JHTB,1,5.0,Anna Davis
A008059932M4DUB2IWDB8,4,5.0,Bob James
A01038432MVI9JXYTTK5T,24,5.0,Lynne
A015467038HIXAJJ4V6UG,1,5.0,Anne Cronin
A01907762DSR6RH9ATWB9,1,5.0,Carie Blamer
A05710543S0MJZ5X8F467,1,5.0,Krys
A05712102YDTKL1FNMHYN,1,5.0,Emily
A06033093QJWA1L4UNU7P,2,5.0,Mark Campbell
A06871341M83M3PKPCKDS,1,5.0,stan vranckx
A0758433116TZO7LGNAGK,1,4.0,Carolyn Oliver
A07659331DCFAH9BYJ48K,1,4.0,X Ray Ron
A07908243TZW6A9GN8N66,1,5.0,coin man..
A08730152M0SHUTB0568,1,3.0,Hemac
A08854851CPI1JRVJJQVQ,10,5.0,Chris
A09113091XCAHSXAP2JDM,2,4.0,ELIZABETH
A0918244312QHY5BI745K,4,5.0,Dona Moore
A09406805LB3WXDQ0U7W,1,5.0,Larry Young
A10017KWSX19H9,2,4.0,Troy
A1002D6TOF2N05,1,5.0,"\"A. Lowe \"\"Journalist\"\"\""
A1009B3F4DM2IX,1,4.0,Leah
A100C7HR4MOL05,2,1.0,Brian Aldershof
A100JYCR85YE0J,1,5.0,Christopher Woods
A100LHW48CPCEV,1,5.0,Margaret Bashkin
A100N6651C3FDD,2,4.5,"\"RJP \"\"RJP\"\"\""
A100N7WT4WPP9V,1,5.0,"\"fmc \"\"fmc\"\"\""
A100S1JQ5XK960,1,2.0,Sherri Haughton
A100TG21QM0VAM,1,5.0,"\"T. Faw \"\"Jennyone\"\"\""
A100VQNP6I54HS,8,5.0,Cindy Amstutz
A100W05RDRCLF8,1,4.0,Literaria
A100YDQ9DIP06P,17,4.0588235294117645,"\"Deborah Sandford \"\"Marian the Librarian\"\"\""
A1011ZC9O61G0J,1,5.0,aloe
A1012F19O7J9C4,1,5.0,Maryde
A101JWI7HNCKGB,1,5.0,"\"Thriving Mom \"\"Wendy\"\"\""
A101L3HXTII0I5,1,5.0,A. Elliott
A101QYDENLLF4M,2,5.0,"\"S. Schwan \"\"still listening\"\"\""
A101SUVQ83RHP3,1,5.0,Virginia Boudwin
A101U1BVYLH59B,1,5.0,"\"\"\"slgraber\"\"\""
A101V6WLYBMG9N,1,4.0,steve barber
A1021F4JZIIWVR,1,5.0,chellej
A1027EV8A9PV1O,1,5.0,Paul A. Vincent
A102F1BE58Q9ZR,2,5.0,shaggy1
A102FCTCVU9JPO,2,4.5,outback26@juno.com
A102JBL1EMJ910,1,5.0,J. Leslie
A102V0BIH49RB6,1,5.0,Elvendude7@aol.com
A102Y5C97UPRSM,1,5.0,"\"Soyona Rafatjah \"\"soyona\"\"\""
A102ZIQDGDQXT6,1,5.0,inticingu
A1031R8HD3E4GL,1,1.0,MusicFan
A1033DWFDFGXS7,1,5.0,ruth
A1033EUIV6LS3B,2,5.0,Jessica Taylor
A103A2TN1E9ZV5,1,1.0,RGarr@amcity.com Rick Garr
A103A5EQ7YP7IH,2,5.0,Derrick Woolf
A103BD23H7V8DF,1,5.0,"\"F. Matz \"\"Rick Matz\"\"\""
A103CNOSQU8QPT,2,4.0,Ducky
A103EKPZQK8EO4,5,5.0,E. Sandstrom
A103KNDW8GN92L,10,5.0,David Hugaert
A103KZH8RI6I0U,1,5.0,"\"C. Ferrante \"\"The Spiritual Corner\"\"\""
A103PJFTUY80Z5,2,3.0,"\"Argus Eiger \"\"dog lover\"\"\""
A103RRMELL4XK2,1,5.0,Lindaloo
A103SU5DDX8BY1,1,4.0,bobphaneuf@aol.com
A103U37KP2J6GX,1,5.0,Christina J. Wilson
A103XH7RLTMZTA,1,4.0,"\"Minkyung \"\"kimmie\"\"\""
A1041RWB5MUUCY,1,2.0,"\"tfreeman \"\"TFreeman\"\"\""
A10445E9QUYRU3,6,5.0,Tj Saelee
A1045AFLLEXIX4,1,1.0,Nancy Behrens
